card,store,quantity,value
dispel,Konklave FunStore,1,3.20
dispel,Legends Game Store,3,2.69
dispel,Legends Game Store,4,2.48
dispel,Loja Grimorium,7,2.99
dispel,Loja Grimorium,2,1.99
dispel,Loja Grimorium,1,1.99
dispel,Cards Outlet,4,2.57
dispel,Cards Outlet,4,2.57
dispel,Cards Outlet,4,2.94
dispel,Cards Outlet,2,2.51
dispel,Inside Games,13,3.00
dispel,Inside Games,4,3.00
dispel,Inside Games,2,3.00
dispel,Ascensão,8,2.45
dispel,PRCShop,3,2.00
dispel,Power9,12,2.00
dispel,Mulligan Geek Store,35,2.00
dispel,Mulligan Geek Store,27,2.00
dispel,Mulligan Geek Store,7,2.00
dispel,Magic Club,4,1.99
dispel,Magic Club,1,1.70
dispel,Magic Store Brasil,1,2.15
dispel,WCG - World Card Games,4,1.99
dispel,WCG - World Card Games,1,0.99
dispel,Lets Collect,2,1.95
dispel,Porto Livre Games,4,1.91
dispel,Porto Livre Games,2,1.62
dispel,CHQ Cards,11,1.90
dispel,CHQ Cards,4,1.90
dispel,Liga Arena,1,1.81
dispel,City Class Games,5,1.83
dispel,City Class Games,4,1.83
dispel,Bahia Store,4,1.77
dispel,Bahia Store,4,1.88
dispel,Bahia Store,3,0.90
dispel,Cards e Games,12,1.89
dispel,Treasure Cards,15,1.79
dispel,Treasure Cards,12,1.35
dispel,Treasure Cards,7,1.35
dispel,Treasure Cards,2,1.79
dispel,Treasure Cards,1,1.35
dispel,Treasure Cards,1,1.80
dispel,DeckMasterGames,27,1.75
dispel,DeckMasterGames,19,1.75
dispel,DeckMasterGames,3,1.75
dispel,DeckMasterGames,1,1.50
dispel,Newstation,1,1.75
dispel,Legion Board & Card Games,1,1.66
dispel,Legion Board & Card Games,1,1.66
dispel,Hobby Center,5,1.50
dispel,Hobby Center,1,1.00
dispel,Hobby Center,8,1.50
dispel,Hobby Center,5,1.40
dispel,Toca do Quati,5,1.50
dispel,Neowalkers Geek Store,9,1.48
dispel,Neowalkers Geek Store,2,1.48
dispel,Neowalkers Geek Store,1,1.48
dispel,Tutubahia,1,1.25
dispel,Tutubahia,1,1.25
dispel,Prime MTG,8,1.35
dispel,LIMIAR STORE,1,1.31
dispel,LIMIAR STORE,1,1.31
dispel,Shandalar,9,1.25
dispel,Load or Cast,1,1.25
dispel,Load or Cast,16,1.25
dispel,Load or Cast,4,0.95
dispel,Load or Cast,15,0.95
dispel,Loja Blood Moon,1,1.25
dispel,Pi Games,3,1.25
dispel,Pi Games,1,1.25
dispel,Livraria do Infinito - MagicJebb,3,1.02
dispel,Power Up Games,3,1.00
dispel,Universo Magic,1,1.00
dispel,Universo Magic,1,0.50
dispel,Ilusões Industriais,4,1.00
dispel,Ilusões Industriais,7,1.00
dispel,Tokenlandia Cards,2,1.00
dispel,Tokenlandia Cards,1,1.00
dispel,Tokenlandia Cards,1,1.00
dispel,Mineral Games,18,1.00
dispel,Player`s Stop,1,0.99
dispel,Meruru,3,0.98
