card,store,quantity,value
Spell Swindle,Chuck TCG,1,9.00
Spell Swindle,House of Cards - Card Games,1,8.95
Spell Swindle,Neowalkers Geek Store,8,0.61
Spell Swindle,Neowalkers Geek Store,2,7.98
Spell Swindle,Neowalkers Geek Store,1,7.98
Spell Swindle,Magic Leste,1,7.25
Spell Swindle,Magic Leste,1,7.25
Spell Swindle,Magic Leste,5,0.80
Spell Swindle,MTG Cards Games,1,7.95
Spell Swindle,MTG Cards Games,1,7.95
Spell Swindle,Jaw Games,6,1.50
Spell Swindle,Jaw Games,1,5.00
Spell Swindle,Shandalar,1,7.90
Spell Swindle,Portal,1,5.00
Spell Swindle,Multiverso Cards Comercio de Jogos e Acessorios Lt,1,7.90
Spell Swindle,Flow Games,1,7.36
Spell Swindle,Flow Games,1,1.75
Sailor of Means,Cards Of Paradise,49,0.50
Sailor of Means,Cards Of Paradise,49,0.50
Sailor of Means,Cards Of Paradise,49,0.50
Sailor of Means,Cards Of Paradise,42,0.50
Spell Swindle,Pharaoh\'s Shop,2,5.00
Spell Swindle,Loja Caverna do Dragão,1,5.00
Sailor of Means,Cards Store,7,0.49
Sailor of Means,Livraria do Infinito - MagicJebb,1,0.45
Sailor of Means,Livraria do Infinito - MagicJebb,1,0.14
Sailor of Means,Livraria do Infinito - MagicJebb,4,0.05
Spell Swindle,Inside Games,26,4.00
Sailor of Means,ManaFix.net,4,0.35
Sailor of Means,Card Tutor,8,0.25
Sailor of Means,Card Tutor,6,0.35
Sailor of Means,Power Up Games,38,0.33
Sailor of Means,Power Up Games,28,0.33
Sailor of Means,Segura Card & Games,5,0.25
Sailor of Means,Reino Magic,19,0.30
Sailor of Means,Vila Celta Hobby Store,8,0.29
Sailor of Means,Vila Celta Hobby Store,4,0.29
Sailor of Means,Vila Celta Hobby Store,2,0.00
Sailor of Means,Basics Cards,1,0.39
Sailor of Means,Basics Cards,3,0.05
Sailor of Means,Cards e Games,23,0.28
Sailor of Means,Cards e Games,7,0.28
Sailor of Means,LOJA CALABOUÇO - HOBBIES E COLECIONÁVEIS,3,0.25
Spell Swindle,Pi Games,3,3.49
Spell Swindle,Pi Games,2,3.49
Sailor of Means,Padrinho: Card Store,37,0.25
Spell Swindle,Ascensão,1,3.95
Spell Swindle,Magic Store Brasil,4,3.00
Spell Swindle,Mulligan Geek Store,1,3.50
Spell Swindle,Konklave FunStore,4,3.50
Spell Swindle,Newstation,4,3.00
Spell Swindle,Vila Celta Hobby Store,4,2.99
Spell Swindle,Tutubahia,4,2.50
Spell Swindle,Cards Outlet,25,3.12
Spell Swindle,Cards Outlet,4,3.12
Spell Swindle,Hobby Center,1,3.00
Spell Swindle,Armada Nerd Hobby Store,2,2.50
Spell Swindle,Loja Grimorium,5,2.99
Spell Swindle,Loja Grimorium,3,2.99
Spell Swindle,Livraria do Infinito - MagicJebb,1,2.25
Spell Swindle,Reino Magic,3,1.50
Spell Swindle,City Class Games,34,0.99
Spell Swindle,City Class Games,1,0.99
Spell Swindle,Taverneiros,1,0.90
Spell Swindle,VampireX TCG,2,1.75
Spell Swindle,Tabuleria,4,1.50
Spell Swindle,Padrinho: Card Store,1,0.99
Spell Swindle,Card Tutor,5,1.95
Spell Swindle,Player`s Stop,1,1.98
Spell Swindle,Condado Card Games,1,0.85
Spell Swindle,Arsenal Nerd,3,0.57
Spell Swindle,Arsenal Nerd,2,0.66
Spell Swindle,Arsenal Nerd,2,0.66
Spell Swindle,A Taverna,1,1.72
Sailor of Means,Inside Games,24,0.25
Sailor of Means,Inside Games,24,0.25
Sailor of Means,Player`s Stop,2,0.25
